,brand_id,rating,reviews,size,price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,primary_category,secondary_category,child_count,primary_category_label,secondary_category_label,rating_clusters
71,7054,4.3385,65.0,5,200.0,0,0,1,0,0,Fragrance,Women,2.0,1,40,4
72,7054,4.2875,80.0,3,145.0,0,0,1,0,0,Fragrance,Women,1.0,1,40,4
73,7054,4.3529,51.0,5,145.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,4
74,7054,4.5278,36.0,3,260.0,0,0,1,0,0,Fragrance,Women,1.0,1,40,4
75,7054,4.0,13.0,5,35.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,3
76,7054,4.3333,21.0,5,35.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,4
77,7054,3.6923,39.0,3,145.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,3
78,7054,4.0714,14.0,5,35.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,3
79,7054,3.2,10.0,3,135.0,0,0,1,0,0,Fragrance,Women,1.0,1,40,2
80,7054,4.6667,24.0,3,145.0,0,0,1,0,0,Fragrance,Women,2.0,1,40,5
81,7054,3.7059,17.0,5,35.0,0,0,1,1,0,Fragrance,Women,0.0,1,40,3
82,7054,4.3529,17.0,5,145.0,0,0,1,1,0,Fragrance,Women,1.0,1,40,4
83,7054,3.3571,14.0,5,35.0,0,0,1,0,0,Fragrance,Women,0.0,1,40,2
85,7054,3.3571,14.0,3,145.0,0,0,1,0,0,Fragrance,Women,1.0,1,40,2
86,7054,3.5,4.0,5,145.0,1,1,1,0,0,Fragrance,Women,0.0,1,40,2
87,7054,2.0,1.0,2,100.0,1,0,1,0,0,Fragrance,Women,0.0,1,40,1
89,6018,4.5413,1321.0,5,98.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,5
90,6018,4.0259,1159.0,5,115.0,0,0,0,0,1,Skincare,Treatments,1.0,7,37,3
91,6018,4.5306,1142.0,0,68.0,0,0,0,0,1,Skincare,Eye Care,0.0,7,13,4
92,6018,3.8721,649.0,5,29.0,0,0,0,0,1,Skincare,Lip Balms & Treatments,0.0,7,21,3
93,6018,4.4134,508.0,5,28.0,0,0,0,0,0,Skincare,Sunscreen,0.0,7,35,4
94,6018,4.2525,503.0,5,112.0,0,0,0,0,0,Skincare,Moisturizers,1.0,7,27,4
95,6018,4.0569,334.0,5,38.0,0,0,0,1,0,Skincare,Cleansers,0.0,7,11,3
96,6018,4.2689,264.0,5,28.0,0,0,0,0,0,Skincare,Cleansers,0.0,7,11,4
97,6018,4.8023,258.0,0,88.0,0,0,0,0,1,Skincare,Value & Gift Sets,0.0,7,38,5
98,6018,4.4531,245.0,2,82.0,0,0,0,0,0,Skincare,Moisturizers,0.0,7,27,4
99,6018,4.3808,239.0,5,94.0,0,0,0,0,0,Skincare,Moisturizers,0.0,7,27,4
100,6018,3.9825,229.0,2,118.0,0,0,0,0,0,Skincare,Treatments,0.0,7,37,3
101,6018,4.2715,221.0,5,94.0,0,0,0,1,0,Skincare,Moisturizers,0.0,7,27,4
102,6018,4.6087,207.0,2,72.0,0,0,0,0,1,Skincare,Treatments,0.0,7,37,5
103,6018,4.3854,205.0,5,95.0,0,0,0,0,1,Skincare,Treatments,0.0,7,37,4
104,6018,4.6982,169.0,3,65.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,5
105,6018,4.7939,165.0,4,40.0,0,0,0,0,1,Skincare,Cleansers,0.0,7,11,5
106,6018,4.464,125.0,5,58.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,4
107,6018,4.3729,118.0,3,38.0,0,0,0,0,1,Skincare,Masks,0.0,7,24,4
108,6018,3.7759,116.0,1,74.0,0,0,0,0,0,Skincare,Eye Care,0.0,7,13,3
109,6018,4.213,108.0,5,85.0,0,0,0,0,1,Skincare,Treatments,0.0,7,37,4
110,6018,3.97,100.0,2,85.0,0,0,0,0,1,Skincare,Treatments,0.0,7,37,3
111,6018,4.023,87.0,1,70.0,0,0,0,0,1,Skincare,Eye Care,0.0,7,13,3
112,6018,4.1818,77.0,5,85.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,4
113,6018,4.175,40.0,3,38.0,0,0,0,0,0,Bath & Body,Body Moisturizers,0.0,0,7,4
114,6018,4.1026,39.0,2,98.0,0,0,0,0,0,Skincare,Treatments,0.0,7,37,3
115,6018,4.3243,37.0,5,96.0,0,0,0,0,0,Skincare,Moisturizers,0.0,7,27,4
116,6018,3.4412,34.0,5,25.0,0,0,0,0,1,Skincare,Mini Size,0.0,7,26,2
117,6018,3.2581,31.0,1,72.0,0,0,0,0,0,Skincare,Eye Care,0.0,7,13,2
118,6018,3.2,30.0,3,40.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,2
119,6018,3.8889,18.0,5,84.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,3
120,6018,3.0,1.0,0,44.0,0,1,1,0,0,Skincare,Value & Gift Sets,0.0,7,38,2
122,6283,4.5093,915.0,5,56.0,0,0,1,0,0,Skincare,Treatments,1.0,7,37,4
123,6283,4.3579,95.0,5,65.0,0,0,1,0,0,Skincare,Treatments,0.0,7,37,4
124,6283,4.2619,84.0,5,65.0,0,0,1,0,0,Skincare,Treatments,0.0,7,37,4
125,6283,4.5455,77.0,5,38.0,0,0,1,0,0,Skincare,Cleansers,0.0,7,11,5
126,6283,4.0,34.0,2,22.0,0,0,1,0,0,Skincare,Mini Size,0.0,7,26,3
127,6283,3.8824,17.0,5,82.0,0,0,1,0,0,Skincare,Eye Care,0.0,7,13,3
128,6283,5.0,16.0,5,105.0,0,0,1,0,0,Skincare,Treatments,0.0,7,37,5
129,6283,4.6,15.0,5,106.0,0,0,1,0,0,Skincare,Treatments,0.0,7,37,5
130,6283,4.25,12.0,5,38.0,0,0,1,0,0,Skincare,Cleansers,0.0,7,11,4
131,6312,4.514,465.0,3,60.0,0,0,0,0,0,Skincare,Moisturizers,1.0,7,27,4
132,6312,4.6801,347.0,5,56.0,0,0,0,0,0,Skincare,Masks,1.0,7,24,5
133,6312,4.7631,287.0,2,58.0,0,0,0,0,0,Skincare,Treatments,0.0,7,37,5
134,6312,4.3206,262.0,5,62.0,0,0,0,0,0,Skincare,Eye Care,0.0,7,13,4
135,6312,4.895,238.0,5,39.0,0,0,0,0,0,Skincare,Cleansers,0.0,7,11,5
136,6312,4.5422,225.0,3,49.0,0,0,1,0,0,Skincare,Moisturizers,0.0,7,27,5
137,6312,4.3832,167.0,5,36.0,0,0,1,0,0,Skincare,Cleansers,0.0,7,11,4
138,6312,4.503,167.0,3,59.0,0,0,1,0,0,Skincare,Treatments,0.0,7,37,4
139,6312,4.5405,148.0,5,28.0,0,0,1,0,0,Skincare,Lip Balms & Treatments,0.0,7,21,5
140,6312,4.9231,91.0,5,39.0,0,1,0,0,0,Skincare,Cleansers,0.0,7,11,5
141,6312,4.5806,31.0,5,25.0,0,0,0,0,1,Skincare,Moisturizers,0.0,7,27,5
142,6312,4.85,20.0,5,23.0,0,0,0,0,1,Mini Size,Skincare,0.0,6,34,5
143,6312,4.8889,18.0,0,49.0,1,0,0,1,1,Skincare,Value & Gift Sets,0.0,7,38,5
144,5998,4.0232,1721.0,4,30.0,1,0,0,0,0,Hair,Hair Styling & Treatments,1.0,3,17,3
145,5998,4.2482,963.0,5,35.0,1,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
146,5998,4.4528,890.0,5,55.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
147,5998,4.0124,242.0,0,38.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
148,5998,4.2685,391.0,5,30.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
149,5998,4.3662,213.0,5,34.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
150,5998,4.4268,157.0,5,26.0,0,0,1,0,0,Hair,Hair Styling & Treatments,1.0,3,17,4
151,5998,4.1298,208.0,5,35.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
152,5998,4.1325,166.0,5,34.0,0,0,0,1,0,Hair,Shampoo & Conditioner,0.0,3,31,3
153,5998,4.0615,130.0,3,38.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
154,5998,4.5164,122.0,5,38.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
155,5998,4.1513,119.0,5,32.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
156,5998,3.9127,126.0,5,35.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,3
157,5998,4.6927,192.0,5,32.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
158,5998,4.0101,199.0,3,38.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
159,5998,4.1863,102.0,5,30.0,0,0,0,0,1,Hair,Hair Styling & Treatments,0.0,3,17,4
160,5998,4.3761,452.0,4,40.0,0,0,0,1,0,Hair,Hair Styling & Treatments,0.0,3,17,4
161,5998,4.195,159.0,5,32.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
162,5998,4.1471,102.0,5,36.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
163,5998,3.9368,95.0,5,45.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
164,5998,4.5957,94.0,3,36.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
165,5998,4.4488,205.0,5,32.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
166,5998,4.2381,21.0,5,32.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
167,5998,4.1563,64.0,4,32.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
168,5998,3.3333,18.0,5,37.0,0,0,0,1,0,Hair,Hair Styling & Treatments,0.0,3,17,2
169,5998,4.0833,36.0,5,35.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,3
170,5998,4.3879,116.0,5,35.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
171,5998,4.5281,89.0,5,30.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
172,5998,4.1518,112.0,5,36.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
173,5998,4.0,20.0,5,36.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,3
174,5998,4.871,31.0,5,50.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
175,5998,4.4203,69.0,5,38.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
176,5998,4.8615,65.0,0,48.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
177,5998,3.6667,3.0,0,100.0,1,1,1,0,0,Hair,Value & Gift Sets,0.0,3,38,3
178,5998,3.7903,124.0,5,29.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,3
179,5998,4.963,27.0,5,56.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,5
180,5998,4.5606,66.0,5,38.0,0,0,1,1,0,Hair,Shampoo & Conditioner,0.0,3,31,5
181,5998,4.189,164.0,5,30.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
182,5998,4.6286,35.0,5,35.0,0,0,1,1,0,Hair,Shampoo & Conditioner,0.0,3,31,5
183,5998,4.8226,62.0,0,48.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
184,5998,4.5938,64.0,0,48.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
185,5998,4.225,160.0,5,28.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
186,5998,4.2628,156.0,5,28.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,4
187,5998,4.0569,123.0,5,35.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
189,7103,4.7053,95.0,5,20.0,0,0,0,0,1,Makeup,Lip,3.0,4,20,5
190,7103,4.8966,58.0,5,32.0,0,0,0,0,1,Makeup,Face,5.0,4,14,5
191,7103,4.1842,38.0,5,19.0,0,0,0,0,1,Makeup,Eye,0.0,4,12,4
192,7103,4.5714,21.0,5,22.0,0,0,1,0,1,Makeup,Face,2.0,4,14,5
193,7103,4.75,8.0,5,22.0,0,0,0,0,1,Makeup,Face,0.0,4,14,5
194,7103,4.6429,14.0,5,24.0,0,0,0,0,1,Makeup,Face,11.0,4,14,5
195,7103,4.8889,9.0,5,20.0,0,0,1,0,1,Makeup,Eye,0.0,4,12,5
196,7103,5.0,4.0,5,22.0,0,1,0,0,1,Makeup,Cheek,3.0,4,10,5
197,7103,4.5,2.0,0,60.0,0,0,1,0,1,Makeup,Face,0.0,4,14,4
198,6004,4.4028,1621.0,5,32.0,0,0,0,0,0,Hair,Hair Styling & Treatments,2.0,3,17,4
199,6004,4.4057,2179.0,5,28.0,0,0,0,0,0,Hair,Hair Styling & Treatments,2.0,3,17,4
200,6004,4.5027,561.0,5,32.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
201,6004,4.0766,235.0,5,18.0,0,0,0,0,0,Mini Size,Hair,0.0,6,16,3
202,6004,4.5346,159.0,5,40.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
203,6004,4.6388,335.0,5,28.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
204,6004,4.2243,749.0,5,29.0,0,0,0,0,0,Hair,Hair Styling & Treatments,1.0,3,17,4
205,6004,4.0,176.0,0,120.0,0,0,0,0,1,Hair,Tools,0.0,3,36,3
206,6004,4.3292,161.0,5,28.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
207,6004,5.0,17.0,0,39.0,1,0,0,1,0,Hair,Value & Gift Sets,0.0,3,38,5
208,6004,4.3739,115.0,5,28.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
209,6004,3.28,125.0,0,100.0,0,0,0,0,0,Hair,Tools,0.0,3,36,2
210,6004,4.5556,144.0,5,40.0,1,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
211,6004,3.3309,139.0,5,23.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,2
212,6004,4.4352,108.0,5,28.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
213,6004,4.2588,85.0,5,30.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
214,6004,3.6875,64.0,5,23.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,3
215,6004,4.1951,82.0,5,28.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
216,6004,4.3538,65.0,0,29.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
217,6004,3.9412,17.0,2,10.0,0,0,0,1,0,Mini Size,Hair,0.0,6,16,3
218,6004,3.8,45.0,5,32.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
219,6004,3.8358,67.0,5,30.0,0,0,0,0,0,Hair,Hair Styling & Treatments,1.0,3,17,3
220,6004,3.62,50.0,5,28.0,0,0,1,0,0,Hair,Shampoo & Conditioner,0.0,3,31,2
221,6004,3.8838,198.0,5,26.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,3
222,6004,3.9502,201.0,0,98.0,0,0,0,0,1,Hair,Tools,0.0,3,36,3
223,6004,4.2192,73.0,5,28.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
224,6004,4.16,25.0,5,29.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
225,6004,4.6923,52.0,0,30.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
226,6004,3.9158,190.0,5,26.0,0,0,0,0,0,Hair,Shampoo & Conditioner,0.0,3,31,3
227,6004,3.5507,69.0,5,23.0,0,0,1,1,0,Hair,Shampoo & Conditioner,0.0,3,31,2
228,6004,3.8214,28.0,5,28.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,3
229,6004,4.2941,51.0,5,28.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
230,6004,4.2951,61.0,5,28.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,4
231,6004,3.625,16.0,0,58.0,1,1,1,1,1,Hair,Value & Gift Sets,0.0,3,38,2
232,6004,3.6429,42.0,5,23.0,0,0,1,1,0,Hair,Shampoo & Conditioner,0.0,3,31,2
233,6004,4.3033,122.0,5,26.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
234,6004,3.4,10.0,5,28.0,0,0,1,0,0,Hair,Hair Styling & Treatments,0.0,3,17,2
235,6004,4.4,10.0,5,28.0,0,0,1,1,0,Hair,Hair Styling & Treatments,0.0,3,17,4
236,6004,4.3103,116.0,0,120.0,0,0,0,0,0,Hair,Tools,0.0,3,36,4
237,6004,3.4615,13.0,5,26.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,2
238,6004,4.6667,3.0,5,38.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,5
239,6004,4.4318,44.0,0,120.0,0,0,1,0,0,Hair,Tools,0.0,3,36,4
240,6004,3.4286,7.0,5,15.0,0,0,0,1,0,Hair,Hair Styling & Treatments,0.0,3,17,2
241,6004,4.375,8.0,5,16.0,0,0,0,0,0,Hair,Hair Styling & Treatments,0.0,3,17,4
242,6004,3.5172,29.0,0,120.0,0,0,1,0,0,Hair,Tools,0.0,3,36,2
243,6004,4.1053,19.0,5,28.0,0,0,0,0,0,Hair,Shampoo & Conditioner,1.0,3,31,3
244,6004,3.0526,38.0,0,150.0,0,0,0,0,0,Hair,Tools,0.0,3,36,2
245,6004,4.3214,28.0,0,200.0,0,0,0,0,0,Hair,Tools,0.0,3,36,4
246,6004,2.3333,9.0,5,40.0,0,0,1,0,0,Hair,Shampoo & Conditioner,1.0,3,31,1
247,5746,4.4056,15885.0,5,25.0,0,0,0,0,0,Makeup,Eye,11.0,4,12,4
248,5746,4.6701,11158.0,5,21.0,0,0,0,0,0,Makeup,Eye,10.0,4,12,5
249,5746,4.4696,790.0,5,12.0,0,0,0,0,0,Makeup,Eye,0.0,4,12,4
250,5746,3.8268,4238.0,5,20.0,0,0,0,0,0,Makeup,Lip,17.0,4,20,3
251,5746,4.7931,9133.0,0,45.0,0,0,0,0,0,Makeup,Eye,0.0,4,12,5
252,5746,4.7068,2858.0,0,45.0,0,0,0,0,0,Makeup,Eye,0.0,4,12,5
253,5746,4.0975,2399.0,5,40.0,0,0,0,0,0,Makeup,Face,0.0,4,14,3
254,5746,4.0746,4127.0,0,26.0,0,0,0,0,0,Makeup,Eye,11.0,4,12,3
255,5746,4.4551,1672.0,5,16.0,0,0,0,0,0,Makeup,Lip,9.0,4,20,4
256,5746,4.7197,2176.0,5,40.0,0,0,0,0,0,Makeup,Face,0.0,4,14,5
257,5746,4.4206,4826.0,5,22.0,0,0,0,0,0,Makeup,Eye,1.0,4,12,4
258,5746,4.695,5086.0,5,23.0,0,0,0,0,0,Makeup,Eye,10.0,4,12,5
259,5746,3.9071,2293.0,5,23.0,0,0,0,0,0,Makeup,Eye,0.0,4,12,3
260,5746,4.7427,1551.0,0,18.0,0,0,0,0,0,Makeup,Brushes & Applicators,0.0,4,8,5
261,5746,4.6467,917.0,0,40.0,0,0,0,0,0,Makeup,Face,0.0,4,14,5
262,5746,4.1889,90.0,5,9.0,0,0,0,0,0,Makeup,Eye,0.0,4,12,4
263,5746,4.6818,1122.0,0,18.0,0,0,0,0,0,Makeup,Brushes & Applicators,0.0,4,8,5
264,5746,3.4315,1868.0,5,25.0,0,0,0,0,0,Makeup,Face,3.0,4,14,2
265,5746,4.259,749.0,0,12.0,0,0,0,0,1,Makeup,Eye,6.0,4,12,4
266,5746,4.1864,2640.0,5,22.0,0,0,0,0,0,Makeup,Eye,6.0,4,12,4
267,5746,3.7853,1076.0,0,20.0,0,0,0,0,0,Makeup,Eye,15.0,4,12,3
268,5746,4.6062,1427.0,0,23.0,0,0,0,0,0,Makeup,Lip,0.0,4,20,5
269,5746,4.6617,470.0,5,30.0,0,0,0,0,0,Makeup,Cheek,2.0,4,10,5
270,5746,4.0611,360.0,5,18.0,0,0,0,0,0,Makeup,Eye,2.0,4,12,3
271,5746,3.3403,573.0,0,9.0,0,0,0,0,0,Makeup,Eye,4.0,4,12,2
272,5746,4.1304,1902.0,5,38.0,0,0,0,0,0,Makeup,Face,0.0,4,14,3
273,5746,4.4411,2156.0,5,23.0,0,0,0,0,0,Makeup,Eye,7.0,4,12,4
